	wrapperType	collectionType	artistId	collectionId	amgArtistId	artistName	collectionName	collectionCensoredName	artistViewUrl	collectionViewUrl	artworkUrl60	artworkUrl100	collectionPrice	collectionExplicitness	trackCount	copyright	country	currency	releaseDate	primaryGenreName
20	collection	Album	73568	1442955474	6503.0	Ella Fitzgerald & Louis Armstrong	Ella and Louis Again	Ella and Louis Again	https://music.apple.com/us/artist/ella-fitzgerald/73568?uo=4	https://music.apple.com/us/album/ella-and-louis-again/1442955474?uo=4	https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/fc/26/25/fc262584-58ed-40db-298c-37c9e8fbdbc3/00602577185700.rgb.jpg/60x60bb.jpg	https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/fc/26/25/fc262584-58ed-40db-298c-37c9e8fbdbc3/00602577185700.rgb.jpg/100x100bb.jpg	11.99	notExplicit	19	A Verve Label Group Release; ℗ 1957 UMG Recordings, Inc.	USA	USD	1957-02-25T08:00:00Z	Jazz
21	collection	Album	518462	193043791	52456.0	Louis Armstrong	The Hot Fives and Hot Sevens, Volume III	The Hot Fives and Hot Sevens, Volume III	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-hot-fives-and-hot-sevens-volume-iii/193043791?uo=4	https://is4-ssl.mzstatic.com/image/thumb/Music/8a/e3/a3/mzi.rokwiykt.jpg/60x60bb.jpg	https://is4-ssl.mzstatic.com/image/thumb/Music/8a/e3/a3/mzi.rokwiykt.jpg/100x100bb.jpg	9.99	notExplicit	16	℗ 1989 CBS RECORDS INC.	USA	USD	1989-03-24T08:00:00Z	Jazz
22	collection	Album	518462	1442930449	52456.0	Louis Armstrong	Pete Fountain Presents the Best of Dixieland: Louis Armstrong	Pete Fountain Presents the Best of Dixieland: Louis Armstrong	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/pete-fountain-presents-the-best-of-dixieland/1442930449?uo=4	https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/ba/a2/3c/baa23cb7-442b-5719-de80-d4bd394c75b1/00731454936323.rgb.jpg/60x60bb.jpg	https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/ba/a2/3c/baa23cb7-442b-5719-de80-d4bd394c75b1/00731454936323.rgb.jpg/100x100bb.jpg	7.99	notExplicit	15	This Compilation ℗ 2001 The Verve Music Group, a Division of UMG Recordings, Inc.	USA	USD	2001-01-01T08:00:00Z	Jazz
23	collection	Album	518462	185583127	52456.0	Louis Armstrong	Stardust	Stardust	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/stardust/185583127?uo=4	https://is5-ssl.mzstatic.com/image/thumb/Music/ea/a4/4f/mzi.hgjrbnnn.jpg/60x60bb.jpg	https://is5-ssl.mzstatic.com/image/thumb/Music/ea/a4/4f/mzi.hgjrbnnn.jpg/100x100bb.jpg	9.99	notExplicit	16	℗ Originally released 1930, 1931, 1932 Sony Music Entertainment Inc.	USA	USD	1988-09-16T07:00:00Z	Jazz
24	collection	Album	518462	198154274	52456.0	Louis Armstrong	The Hot Fives and Hot Sevens - Volume II	The Hot Fives and Hot Sevens - Volume II	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-hot-fives-and-hot-sevens-volume-ii/198154274?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Features/a0/39/18/dj.yzxzouhk.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Features/a0/39/18/dj.yzxzouhk.jpg/100x100bb.jpg	9.99	notExplicit	16	℗ Originally Released 1926, 1927 SONY BMG MUSIC ENTERTAINMENT	USA	USD	1988-08-30T07:00:00Z	Jazz
25	collection	Album	518462	1452819264	52456.0	Louis Armstrong	Satchmo - A Musical Autobiography	Satchmo - A Musical Autobiography	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/satchmo-a-musical-autobiography/1452819264?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/cb/92/39/cb923972-d770-19aa-fbc3-b1d3b4ea9e14/00731454382229.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/cb/92/39/cb923972-d770-19aa-fbc3-b1d3b4ea9e14/00731454382229.rgb.jpg/100x100bb.jpg	44.99	notExplicit	99	This Compilation ℗ 2001 The Verve Music Group, a Division of UMG Recordings, Inc.	USA	USD	2001-01-01T08:00:00Z	Jazz
26	collection	Album	518462	1444070460	52456.0	Louis Armstrong	Mack the Knife (Live)	Mack the Knife (Live)	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/mack-the-knife-live/1444070460?uo=4	https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/09/b1/4c/09b14cdf-cf32-040f-9c45-80e154686a0a/00025218094122.rgb.jpg/60x60bb.jpg	https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/09/b1/4c/09b14cdf-cf32-040f-9c45-80e154686a0a/00025218094122.rgb.jpg/100x100bb.jpg	9.99	notExplicit	11	℗ 1957 Pablo Records	USA	USD	1957-01-01T08:00:00Z	Jazz
27	collection	Album	518462	1442906874	52456.0	Louis Armstrong	I Love Jazz ((Remastered))	I Love Jazz ((Remastered))	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/i-love-jazz-remastered/1442906874?uo=4	https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/a9/ef/49/a9ef49eb-319a-84aa-0fc3-8ca5489aefd9/00731454374729.rgb.jpg/60x60bb.jpg	https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/a9/ef/49/a9ef49eb-319a-84aa-0fc3-8ca5489aefd9/00731454374729.rgb.jpg/100x100bb.jpg	7.99	notExplicit	9	This Compilation ℗ 2000 The Verve Music Group, a Division of UMG Recordings, Inc.	USA	USD	2000-01-01T08:00:00Z	Jazz
28	collection	Album	518462	157398603	52456.0	Louis Armstrong	This Is Jazz #1	This Is Jazz #1	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/this-is-jazz-1/157398603?uo=4	https://is5-ssl.mzstatic.com/image/thumb/Music/83/d7/f4/mzi.zknmlivg.jpg/60x60bb.jpg	https://is5-ssl.mzstatic.com/image/thumb/Music/83/d7/f4/mzi.zknmlivg.jpg/100x100bb.jpg	9.99	notExplicit	16	℗ 1996 Sony Music Entertainment Inc.	USA	USD	1996-03-22T08:00:00Z	Jazz
29	collection	Album	518462	203794047	52456.0	Louis Armstrong & The Louis Armstrong Orchestra	Love Songs	Love Songs	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/love-songs/203794047?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music/5d/bd/2a/mzi.jiesygla.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music/5d/bd/2a/mzi.jiesygla.jpg/100x100bb.jpg	9.99	notExplicit	15	℗ Originally Released 1930, 1953, 1955, 1962, 1967, 1982/ (P) 2000 SONY BMG MUSIC ENTERTAINMENT	USA	USD	2000-01-01T08:00:00Z	Jazz
30	collection	Album	518462	1444199863	52456.0	Louis Armstrong	Louis and the Angels	Louis and the Angels	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/louis-and-the-angels/1444199863?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/50/49/8f/50498fea-9583-9c20-c9b6-135b2a39cb0a/06UMGIM07576.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/50/49/8f/50498fea-9583-9c20-c9b6-135b2a39cb0a/06UMGIM07576.rgb.jpg/100x100bb.jpg	5.99	notExplicit	12	℗ 1957 UMG Recordings, Inc.	USA	USD	1957-01-01T08:00:00Z	Jazz
31	collection	Album	518462	1565888522	52456.0	Louis Armstrong	The Paramount Recordings 1923-1925	The Paramount Recordings 1923-1925	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-paramount-recordings-1923-1925/1565888522?uo=4	https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/b2/84/4c/b2844ca9-1b1a-e33d-e0b2-675edb9366a2/762247304326.jpg/60x60bb.jpg	https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/b2/84/4c/b2844ca9-1b1a-e33d-e0b2-675edb9366a2/762247304326.jpg/100x100bb.jpg	9.99	notExplicit	24	℗ 2019 Black Swan Records	USA	USD	2019-08-01T07:00:00Z	Jazz
32	collection	Album	518462	311625526	52456.0	Louis Armstrong	Portrait of the Artist As a Young Man 1923-1934	Portrait of the Artist As a Young Man 1923-1934	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/portrait-of-the-artist-as-a-young-man-1923-1934/311625526?uo=4	https://is4-ssl.mzstatic.com/image/thumb/Music/82/d9/94/mzi.wnqfnnev.jpg/60x60bb.jpg	https://is4-ssl.mzstatic.com/image/thumb/Music/82/d9/94/mzi.wnqfnnev.jpg/100x100bb.jpg	34.99	notExplicit	81	℗ Originally Released 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930, 1931, 1932, 1933, 1934 Sony Music Entertainment Inc.	USA	USD	1994-09-01T07:00:00Z	Jazz
33	collection	Album	518462	268465837	52456.0	Louis Armstrong	A 100th Birthday Celebration (Remastered 1996)	A 100th Birthday Celebration (Remastered 1996)	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/a-100th-birthday-celebration-remastered-1996/268465837?uo=4	https://is3-ssl.mzstatic.com/image/thumb/Music/34/7e/d5/mzi.nigalswe.jpg/60x60bb.jpg	https://is3-ssl.mzstatic.com/image/thumb/Music/34/7e/d5/mzi.nigalswe.jpg/100x100bb.jpg	-1.0	notExplicit	30	℗ 2000 BMG Entertainment	USA	USD	2000-05-26T07:00:00Z	Jazz
34	collection	Album	518462	1445667326	52456.0	Louis Armstrong	The California Concerts (Live)	The California Concerts (Live)	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-california-concerts-live/1445667326?uo=4	https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/35/c5/ba/35c5baa6-ce70-bcf1-428b-c2164a5650e6/00011105061322.rgb.jpg/60x60bb.jpg	https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/35/c5/ba/35c5baa6-ce70-bcf1-428b-c2164a5650e6/00011105061322.rgb.jpg/100x100bb.jpg	29.99	notExplicit	59	This Compilation ℗ 1992 UMG Recordings, Inc.	USA	USD	1992-01-01T08:00:00Z	Jazz
35	collection	Album	518462	255376078	52456.0	Louis Armstrong	Sings and Swings (Bluebird's Best Series) [Remastered]	Sings and Swings (Bluebird's Best Series) [Remastered]	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/sings-and-swings-bluebirds-best-series-remastered/255376078?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Features/v4/69/2a/03/692a0310-b31d-a40b-0a6c-34783a10d9e9/dj.rlczsrfb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Features/v4/69/2a/03/692a0310-b31d-a40b-0a6c-34783a10d9e9/dj.rlczsrfb.jpg/100x100bb.jpg	9.99	notExplicit	15	℗ 2002 BMG	USA	USD	2002-07-26T07:00:00Z	Jazz
36	collection	Album	518462	1426601992	52456.0	Louis Armstrong	The Night Clubs (Live)	The Night Clubs (Live)	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-night-clubs-live/1426601992?uo=4	https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/bf/b9/f5/bfb9f579-ddf3-73b3-b248-8a3813aefcfb/604043800827_cover.jpg/60x60bb.jpg	https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/bf/b9/f5/bfb9f579-ddf3-73b3-b248-8a3813aefcfb/604043800827_cover.jpg/100x100bb.jpg	9.99	notExplicit	16	℗ 2017 Dot Time Legends	USA	USD	2017-11-17T08:00:00Z	Jazz
37	collection	Album	518462	293786372	52456.0	Louis Armstrong	Falling In Love With Louis Armstrong	Falling In Love With Louis Armstrong	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/falling-in-love-with-louis-armstrong/293786372?uo=4	https://is4-ssl.mzstatic.com/image/thumb/Music/b1/d0/91/mzi.zjvrdgqb.jpg/60x60bb.jpg	https://is4-ssl.mzstatic.com/image/thumb/Music/b1/d0/91/mzi.zjvrdgqb.jpg/100x100bb.jpg	9.99	notExplicit	16	℗ 2000, BMG Entertainment	USA	USD	1999-12-31T08:00:00Z	Jazz
38	collection	Album	518462	1507255091	52456.0	Louis Armstrong	Satchmo: The Decca and Verve Years 1924-1967	Satchmo: The Decca and Verve Years 1924-1967	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/satchmo-the-decca-and-verve-years-1924-1967/1507255091?uo=4	https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/8f/1a/15/8f1a1572-dbd0-63d9-5930-b037e5f50558/20UMGIM04985.rgb.jpg/60x60bb.jpg	https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/8f/1a/15/8f1a1572-dbd0-63d9-5930-b037e5f50558/20UMGIM04985.rgb.jpg/100x100bb.jpg	29.99	notExplicit	64	A Verve Label Group Release; This Compilation ℗ 2020 UMG Recordings, Inc.	USA	USD	2020-04-17T07:00:00Z	Jazz
39	collection	Album	518462	198229298	52456.0	Louis Armstrong	You're Driving Me Crazy (1930-1931), Vol. 7	You're Driving Me Crazy (1930-1931), Vol. 7	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/youre-driving-me-crazy-1930-1931-vol-7/198229298?uo=4	https://is3-ssl.mzstatic.com/image/thumb/Music/c6/be/90/mzi.nzksavcx.jpg/60x60bb.jpg	https://is3-ssl.mzstatic.com/image/thumb/Music/c6/be/90/mzi.nzksavcx.jpg/100x100bb.jpg	9.99	notExplicit	18	℗ 1993 Sony Music Entertainment Inc.	USA	USD	1993-04-02T08:00:00Z	Jazz
40	collection	Album	518462	299672884	52456.0	Louis Armstrong	Louis Armstrong: More Greatest Hits	Louis Armstrong: More Greatest Hits	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/louis-armstrong-more-greatest-hits/299672884?uo=4	https://is2-ssl.mzstatic.com/image/thumb/Music/49/37/83/mzi.ibhibunz.jpg/60x60bb.jpg	https://is2-ssl.mzstatic.com/image/thumb/Music/49/37/83/mzi.ibhibunz.jpg/100x100bb.jpg	-1.0	notExplicit	18	℗ P: 1998, BMG Entertainment	USA	USD	1990-01-01T08:00:00Z	Jazz
41	collection	Album	518462	1443240579	52456.0	Louis Armstrong	The Decca Singles 1949-1958	The Decca Singles 1949-1958	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-decca-singles-1949-1958/1443240579?uo=4	https://is3-ssl.mzstatic.com/image/thumb/Music126/v4/1e/dd/c5/1eddc592-1d96-d0ec-91df-100ddfbc2162/16UMGIM59587.rgb.jpg/60x60bb.jpg	https://is3-ssl.mzstatic.com/image/thumb/Music126/v4/1e/dd/c5/1eddc592-1d96-d0ec-91df-100ddfbc2162/16UMGIM59587.rgb.jpg/100x100bb.jpg	44.99	notExplicit	95	This Compilation ℗ 2016 The Verve Music Group, a Division of UMG Recordings, Inc.	USA	USD	2016-01-01T08:00:00Z	Jazz
42	collection	Album	518462	1532441659	52456.0	Louis Armstrong & Fletcher Henderson	Fletcher Henderson and Louis Armstrong 1924-1925	Fletcher Henderson and Louis Armstrong 1924-1925	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/fletcher-henderson-and-louis-armstrong-1924-1925/1532441659?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/5c/e1/81/5ce181ee-31e5-8d38-7959-559d27d28329/194491160777.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/5c/e1/81/5ce181ee-31e5-8d38-7959-559d27d28329/194491160777.jpg/100x100bb.jpg	9.99	notExplicit	26	℗ 1991 Timeless Records	USA	USD	2008-06-19T07:00:00Z	Jazz
43	collection	Album	518462	169733658	52456.0	Louis Armstrong	Satchmo the Great	Satchmo the Great	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/satchmo-the-great/169733658?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music/7d/7a/c2/mzi.xbnzhjmr.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music/7d/7a/c2/mzi.xbnzhjmr.jpg/100x100bb.jpg	9.99	notExplicit	26	℗ Originally Released 1957, Originally Recorded 1957, (P) 1980, 2000 Sony Music Entertainment Inc.	USA	USD	2000-05-22T07:00:00Z	Jazz
44	collection	Album	518462	1360037655	52456.0	Louis Armstrong	Pops Is Tops: The Verve Studio Albums	Pops Is Tops: The Verve Studio Albums	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/pops-is-tops-the-verve-studio-albums/1360037655?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/bb/b1/52/bbb15291-9b70-8725-55b6-ccbcf93fc8a8/00602567557555.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/bb/b1/52/bbb15291-9b70-8725-55b6-ccbcf93fc8a8/00602567557555.rgb.jpg/100x100bb.jpg	34.99	notExplicit	72	A Verve Records release; This Compilation ℗ 2018 UMG Recordings, Inc.	USA	USD	2018-04-13T07:00:00Z	Jazz
45	collection	Album	518462	1447450271	52456.0	Louis Armstrong	A Day with Satchmo	A Day with Satchmo	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/a-day-with-satchmo/1447450271?uo=4	https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/5e/c2/cc/5ec2cc80-40f8-3c47-ecf4-c68f39076c6e/00602577175893.rgb.jpg/60x60bb.jpg	https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/5e/c2/cc/5ec2cc80-40f8-3c47-ecf4-c68f39076c6e/00602577175893.rgb.jpg/100x100bb.jpg	12.99	notExplicit	25	A Verve Label Group Release; This Compilation ℗ 2012 UMG Recordings, Inc.	USA	USD	2012-07-31T07:00:00Z	Jazz
46	collection	Album	518462	258590085	52456.0	Louis Armstrong	Sugar: The Best of the Complete RCA Victor Recordings (Remastered)	Sugar: The Best of the Complete RCA Victor Recordings (Remastered)	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/sugar-the-best-of-the-complete-rca/258590085?uo=4	https://is5-ssl.mzstatic.com/image/thumb/Features/04/3c/f1/dj.vgogfkgz.jpg/60x60bb.jpg	https://is5-ssl.mzstatic.com/image/thumb/Features/04/3c/f1/dj.vgogfkgz.jpg/100x100bb.jpg	-1.0	notExplicit	16	℗ 1930, 1947 All Rights Reserved BMG Music	USA	USD	1999-10-04T07:00:00Z	Jazz
47	collection	Album	518462	1443725249	52456.0	Louis Armstrong	Satchmo at Pasadena (Live)	Satchmo at Pasadena (Live)	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/satchmo-at-pasadena-live/1443725249?uo=4	https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/5b/ae/94/5bae948c-dc9e-d839-2ada-6ea5a7a149b1/08UMGIM27849.rgb.jpg/60x60bb.jpg	https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/5b/ae/94/5bae948c-dc9e-d839-2ada-6ea5a7a149b1/08UMGIM27849.rgb.jpg/100x100bb.jpg	5.99	notExplicit	10	℗ 2008 The Verve Music Group, a Division of UMG Recordings, Inc.	USA	USD	2008-01-01T08:00:00Z	Jazz
48	collection	Album	518462	193044433	52456.0	Louis Armstrong	Vol. 6 St. Louis Blues	Vol. 6 St. Louis Blues	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/vol-6-st-louis-blues/193044433?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music/e5/ff/ed/mzi.skoqniyp.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music/e5/ff/ed/mzi.skoqniyp.jpg/100x100bb.jpg	9.99	notExplicit	23	℗ 1991 SONY BMG MUSIC ENTERTAINMENT	USA	USD	1991-03-22T08:00:00Z	Jazz
49	collection	Album	518462	885408268	52456.0	Louis Armstrong	Louis Armstrong and His Friends	Louis Armstrong and His Friends	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/louis-armstrong-and-his-friends/885408268?uo=4	https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/3c/74/4e/3c744ea6-4ca6-7542-a361-b8e30a0abfe7/cover.jpg/60x60bb.jpg	https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/3c/74/4e/3c744ea6-4ca6-7542-a361-b8e30a0abfe7/cover.jpg/100x100bb.jpg	9.99	notExplicit	10	℗ 2014 Ace Records	USA	USD	2014-05-26T07:00:00Z	Jazz
50	collection	Album	518462	912342163	52456.0	Louis Armstrong & Duke Ellington	The Great Reunion	The Great Reunion	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-great-reunion/912342163?uo=4	https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/40/40/aa/4040aad6-6b09-c4ea-1112-9756846ee65b/825646223749.jpg/60x60bb.jpg	https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/40/40/aa/4040aad6-6b09-c4ea-1112-9756846ee65b/825646223749.jpg/100x100bb.jpg	8.99	notExplicit	7	℗ 1963 Parlophone Records Ltd, a Warner Music Group Company	USA	USD	2014-08-18T07:00:00Z	Jazz
51	collection	Album	518462	1443806118	52456.0	Louis Armstrong	Louis Under the Stars	Louis Under the Stars	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/louis-under-the-stars/1443806118?uo=4	https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/03/7a/47/037a47f6-015f-a142-fa3e-f95b4848d134/00602547068521.rgb.jpg/60x60bb.jpg	https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/03/7a/47/037a47f6-015f-a142-fa3e-f95b4848d134/00602547068521.rgb.jpg/100x100bb.jpg	7.99	notExplicit	10	℗ 2014 The Verve Music Group, a Division of UMG Recordings, Inc.	USA	USD	1958-11-01T08:00:00Z	Jazz
52	collection	Album	936963	405529503		King Oliver's Creole Jazz Band	Editio Princeps	Editio Princeps	https://music.apple.com/us/artist/king-olivers-creole-jazz-band/936963?uo=4	https://music.apple.com/us/album/editio-princeps/405529503?uo=4	https://is4-ssl.mzstatic.com/image/thumb/Music/cf/40/87/mzi.kzsoibsx.jpg/60x60bb.jpg	https://is4-ssl.mzstatic.com/image/thumb/Music/cf/40/87/mzi.kzsoibsx.jpg/100x100bb.jpg	5.99	notExplicit	39	℗ 2010 Vintage Records	USA	USD	2010-11-19T08:00:00Z	Jazz
53	collection	Album	518462	25169902	52456.0	Louis Armstrong	Jazz In Paris, Vol. 51: Louis Armstrong and Friends	Jazz In Paris, Vol. 51: Louis Armstrong and Friends	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/jazz-in-paris-vol-51-louis-armstrong-and-friends/25169902?uo=4	https://is5-ssl.mzstatic.com/image/thumb/Music/y2004/m09/d27/h11/s05.kktmtbdn.jpg/60x60bb.jpg	https://is5-ssl.mzstatic.com/image/thumb/Music/y2004/m09/d27/h11/s05.kktmtbdn.jpg/100x100bb.jpg	9.99	notExplicit	20	℗ 2004 Sunnyside	USA	USD	2004-09-28T07:00:00Z	Jazz
54	collection	Album	518462	457269138	52456.0	Louis Armstrong and His All-Stars	Satch Plays Fats	Satch Plays Fats	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/satch-plays-fats/457269138?uo=4	https://is3-ssl.mzstatic.com/image/thumb/Music62/v4/82/3e/9f/823e9f01-364b-cdda-1b92-1b8b5e2b4ac2/dj.lwinnrwz.jpg/60x60bb.jpg	https://is3-ssl.mzstatic.com/image/thumb/Music62/v4/82/3e/9f/823e9f01-364b-cdda-1b92-1b8b5e2b4ac2/dj.lwinnrwz.jpg/100x100bb.jpg	7.99	notExplicit	9	℗ 1986 Sony Music Entertainment Inc.	USA	USD	1984-01-01T08:00:00Z	Jazz
55	collection	Album	518462	159085964	52456.0	Louis Armstrong	Jazz Moods - Hot	Jazz Moods - Hot	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/jazz-moods-hot/159085964?uo=4	https://is5-ssl.mzstatic.com/image/thumb/Music/d2/2a/fe/mzi.kqvaclkn.jpg/60x60bb.jpg	https://is5-ssl.mzstatic.com/image/thumb/Music/d2/2a/fe/mzi.kqvaclkn.jpg/100x100bb.jpg	9.99	notExplicit	14	℗ Originally Released 1926, 1927, 1928, 1929, 1941, (P) 2005 SONY BMG MUSIC ENTERTAINMENT	USA	USD	2005-04-04T07:00:00Z	Jazz
56	collection	Album	518462	1444002886	52456.0	Louis Armstrong	The Best of the Decca Years, Vol. 2: The Composer	The Best of the Decca Years, Vol. 2: The Composer	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-best-of-the-decca-years-vol-2-the-composer/1444002886?uo=4	https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/31/f3/47/31f347dc-4421-beef-992a-8c407da751e0/00008811012120.rgb.jpg/60x60bb.jpg	https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/31/f3/47/31f347dc-4421-beef-992a-8c407da751e0/00008811012120.rgb.jpg/100x100bb.jpg	7.99	notExplicit	13	This Compilation ℗ 1990 UMG Recordings, Inc.	USA	USD	1990-01-01T08:00:00Z	Jazz
57	collection	Album	518462	1466704359	52456.0	Louis Armstrong	Satchmo Plays King Oliver	Satchmo Plays King Oliver	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/satchmo-plays-king-oliver/1466704359?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/13/47/47/134747b3-6031-a5da-eef4-c7cba9b334c5/193483809106.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/13/47/47/134747b3-6031-a5da-eef4-c7cba9b334c5/193483809106.jpg/100x100bb.jpg	9.99	notExplicit	12	℗ 1960 © Audio Fidelity™ a division of 43 North Broadway, LLC. WARNING: All Rights Reserved. Unauthorized duplication is a violation of applicable laws.	USA	USD	1960-05-01T07:00:00Z	Ragtime
58	collection	Album	518462	1444141347	52456.0	Louis Armstrong	The Decca Singles 1935-1946	The Decca Singles 1935-1946	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-decca-singles-1935-1946/1444141347?uo=4	https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/82/1b/7c/821b7ce8-28c5-553d-7b39-32ae72e4e006/00602557807615.rgb.jpg/60x60bb.jpg	https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/82/1b/7c/821b7ce8-28c5-553d-7b39-32ae72e4e006/00602557807615.rgb.jpg/100x100bb.jpg	69.99	notExplicit	136	A Verve Label Group Release; ℗ 2017 UMG Recordings, Inc.	USA	USD	2017-08-04T07:00:00Z	Jazz
